MIC,OPERATING MIC,OPRT/SGMT,ISO COUNTRY CODE (ISO 3166),STATUS
ISWC,ISWA,SGMT,GB,ACTIVE
ISWE,IGDL,SGMT,GB,ACTIVE
ISWN,ISWP,SGMT,NL,ACTIVE
ISWO,ISWP,SGMT,NL,ACTIVE
ISWP,ISWP,OPRT,NL,ACTIVE
ISWQ,ISWP,SGMT,NL,ACTIVE
ISWR,ISWA,SGMT,GB,ACTIVE
ISWT,ISWP,SGMT,NL,ACTIVE
ISWV,IGDL,SGMT,GB,ACTIVE
ITGI,ITGI,OPRT,US,ACTIVE
ITGL,ITGL,OPRT,IE,ACTIVE
ITSL,ITSL,OPRT,KZ,ACTIVE
ITSM,ITSM,OPRT,IT,EXPIRED
IUOB,IOTF,SGMT,GB,ACTIVE
IVCM,IOTF,SGMT,GB,ACTIVE
IVWP,INCR,SGMT,US,ACTIVE
IVZX,IVZX,OPRT,CA,ACTIVE
IXSP,IXSP,OPRT,RU,EXPIRED
JADX,JADX,OPRT,SG,ACTIVE
JASR,XIJP,SGMT,JP,EXPIRED
JATA,JATA,OPRT,JP,EXPIRED
JBSI,JBSI,OPRT,DK,ACTIVE
JBUL,XBUL,SGMT,BG,ACTIVE
JEFA,JEFA,OPRT,JP,ACTIVE
JEFB,INCR,SGMT,US,ACTIVE
JEFE,JEFE,OPRT,DE,ACTIVE
JEFS,JISI,SGMT,GB,ACTIVE
JEFX,JEFX,OPRT,US,EXPIRED
JESI,JEFE,SGMT,DE,ACTIVE
JISI,JISI,OPRT,GB,ACTIVE
JLEQ,JLQD,SGMT,US,ACTIVE
JLEU,JLEU,OPRT,NL,ACTIVE
JLQD,JLQD,OPRT,US,ACTIVE
JLSI,JLSI,OPRT,GB,EXPIRED
JNSI,JNSI,OPRT,NL,ACTIVE
JNST,JNST,OPRT,US,ACTIVE
JPBX,JPBX,OPRT,US,ACTIVE
JPCB,JPCB,OPRT,GB,ACTIVE
JPEU,JPEU,OPRT,DE,ACTIVE
JPJX,JPJX,OPRT,GB,ACTIVE
JPMI,JPMI,OPRT,HK,ACTIVE
JPMS,JPMS,OPRT,US,ACTIVE
JPMX,JPMX,OPRT,US,ACTIVE
JPPM,JPJX,SGMT,GB,ACTIVE
JPSI,JPSI,OPRT,GB,ACTIVE
JSEB,XJSE,SGMT,ZA,ACTIVE
JSEF,JSEF,OPRT,US,EXPIRED
JSER,XJSE,SGMT,ZA,ACTIVE
JSES,JSES,OPRT,US,ACTIVE
JSJX,JSJX,OPRT,US,ACTIVE
JSSI,JSSI,OPRT,GB,ACTIVE
JYSI,JYSI,OPRT,DK,ACTIVE
KABU,KABU,OPRT,JP,EXPIRED
KAIX,CHIJ,SGMT,JP,ACTIVE
KASH,DOWG,SGMT,GB,ACTIVE
KBCB,KBCB,OPRT,BE,ACTIVE
KBLC,KBLL,SGMT,LU,ACTIVE
KBLL,KBLL,OPRT,LU,ACTIVE
KBLM,KBLM,OPRT,GB,ACTIVE
KBLS,KBLL,SGMT,LU,ACTIVE
KBLT,KBLL,SGMT,LU,ACTIVE
KCCP,KCCP,OPRT,HU,ACTIVE
KDPW,KDPW,OPRT,PL,EXPIRED
KELR,KELR,OPRT,HU,ACTIVE
KHHU,KHHU,OPRT,HU,ACTIVE
KLEU,KLEU,OPRT,GB,ACTIVE
KLSH,KLSH,OPRT,US,ACTIVE
KMTS,KMTS,OPRT,GB,EXPIRED
KMUX,ZKBX,SGMT,CH,ACTIVE
KNCM,KNIG,SGMT,US,ACTIVE
KNEM,KNIG,SGMT,US,ACTIVE
KNIG,KNIG,OPRT,US,ACTIVE
KNLI,KNIG,SGMT,US,ACTIVE
KNMX,KNIG,SGMT,US,EXPIRED
KOCN,KOCN,OPRT,KR,EXPIRED
KOME,KOME,OPRT,CZ,ACTIVE
KOTF,KOTF,OPRT,FR,EXPIRED
KRDE,KRDE,OPRT,US,ACTIVE
KRME,KRME,OPRT,AE,ACTIVE
LAFD,LAVA,SGMT,US,EXPIRED
LAFL,LAVA,SGMT,US,EXPIRED
LAFX,LAVA,SGMT,US,EXPIRED
LAKE,RBCS,SGMT,US,ACTIVE
LAKX,LAKX,OPRT,US,ACTIVE
LAMP,LAMP,OPRT,US,ACTIVE
LASF,LASF,OPRT,US,ACTIVE
LASP,LASP,OPRT,DK,ACTIVE
LATG,GFAM,SGMT,US,ACTIVE
LAVA,LAVA,OPRT,US,EXPIRED
LBBW,LBBW,OPRT,DE,ACTIVE
LBCM,LBCM,OPRT,GB,ACTIVE
LBCW,LBCW,OPRT,DE,ACTIVE
LBUL,XBUL,SGMT,BG,ACTIVE
LBWL,LBBW,SGMT,DE,ACTIVE
LBWS,LBBW,SGMT,DE,ACTIVE
LCHC,LCHC,OPRT,FR,ACTIVE
LCUR,XCUR,SGMT,US,ACTIVE
LCXE,LCXE,OPRT,LI,ACTIVE
LEBV,LEBV,OPRT,NL,ACTIVE
LEDG,LEDG,OPRT,US,EXPIRED
LELE,LELE,OPRT,GB,ACTIVE
LESI,LESI,OPRT,US,ACTIVE
LEUE,LEUE,OPRT,IE,EXPIRED
LEUF,LEUE,SGMT,IE,EXPIRED
LEVL,LEVL,OPRT,US,ACTIVE
LICA,LICA,OPRT,CA,ACTIVE
LIDR,LIDR,OPRT,ID,ACTIVE
LIFI,LIUS,SGMT,US,ACTIVE
LIGA,LIGA,OPRT,DE,ACTIVE
LINX,LINX,OPRT,LI,ACTIVE
LIQF,ICPM,SGMT,GB,ACTIVE
LIQH,LIQU,SGMT,GB,EXPIRED
LIQU,ICPM,SGMT,GB,ACTIVE
LISE,LISE,OPRT,FR,ACTIVE
LISX,BCXE,SGMT,GB,ACTIVE
LISZ,CCXE,SGMT,NL,ACTIVE
LIUH,LIUS,SGMT,US,ACTIVE
LIUS,LIUS,OPRT,US,ACTIVE
LLAT,LLAT,OPRT,AT,ACTIVE
LMAD,LMAX,SGMT,GB,ACTIVE
LMAE,LMAX,SGMT,GB,ACTIVE
LMAF,LMAX,SGMT,GB,ACTIVE
LMAO,LMAX,SGMT,GB,ACTIVE
LMAS,LMAS,OPRT,SG,ACTIVE
LMAX,LMAX,OPRT,GB,ACTIVE
LMEC,LMEC,OPRT,GB,ACTIVE
LMNR,LMNR,OPRT,EE,ACTIVE
LMNX,LTAA,SGMT,US,ACTIVE
LMTS,XMTS,SGMT,GB,EXPIRED
LNEQ,TPIC,SGMT,FR,ACTIVE
LNFI,TPIC,SGMT,FR,ACTIVE
LOOP,LOOP,OPRT,GB,ACTIVE
LOTC,LOTC,OPRT,GB,ACTIVE
LOUI,LOUI,OPRT,GB,EXPIRED
LOYD,LOYD,OPRT,GB,ACTIVE
LPPM,LPPM,OPRT,GB,ACTIVE
LPSF,LPSF,OPRT,US,ACTIVE
LQED,LQED,OPRT,US,ACTIVE
LQFI,CGMI,SGMT,US,EXPIRED
LSSI,LSSI,OPRT,DE,ACTIVE
LTAA,LTAA,OPRT,US,ACTIVE
LTSE,LTSE,OPRT,US,ACTIVE
LXJP,LXJP,OPRT,JP,ACTIVE
LYNX,OMGA,SGMT,CA,ACTIVE
M2AE,M2AE,OPRT,AE,ACTIVE
MABX,BMEX,SGMT,ES,ACTIVE
MACB,MAQX,SGMT,AU,ACTIVE
MACX,XMIL,SGMT,IT,EXPIRED
MAEL,MAEL,OPRT,GB,ACTIVE
MAGM,MAGM,OPRT,US,EXPIRED
MAKX,MAKX,OPRT,GB,ACTIVE
MALM,MASG,SGMT,SG,EXPIRED
MALX,MALX,OPRT,MV,ACTIVE
MANL,MANL,OPRT,NL,ACTIVE
MAQE,MAQE,OPRT,IE,ACTIVE
MAQH,MAQH,OPRT,HK,ACTIVE
MAQI,MAQI,OPRT,GB,ACTIVE
MAQJ,MAQJ,OPRT,JP,ACTIVE
MAQL,MAQL,OPRT,GB,ACTIVE
MAQU,MAQU,OPRT,GB,ACTIVE
MAQX,MAQX,OPRT,AU,ACTIVE
MARF,BMEX,SGMT,ES,ACTIVE
MASG,MASG,OPRT,SG,ACTIVE
MATN,NEOE,SGMT,CA,ACTIVE
MATX,MATX,OPRT,AE,ACTIVE
MAXD,MAXD,OPRT,GB,ACTIVE
MBCP,MBCP,OPRT,PT,EXPIRED
MBPL,MBPL,OPRT,PL,ACTIVE
MBSI,MSBI,SGMT,GB,ACTIVE
MBUL,MBUL,OPRT,BG,ACTIVE
MCAD,MTSO,SGMT,IT,ACTIVE
MCID,MCID,OPRT,IE,ACTIVE
MCRY,XISX,SGMT,US,ACTIVE
MCSE,XCSE,SGMT,DK,ACTIVE
MCUR,MCUR,OPRT,GB,EXPIRED
MCXR,MCUR,SGMT,GB,EXPIRED
MCXS,MCUR,SGMT,GB,EXPIRED
MCXX,MCXX,OPRT,IN,ACTIVE
MCZK,XMTS,SGMT,GB,EXPIRED
MDIP,MDIP,OPRT,PT,EXPIRED
MDRV,MIBG,SGMT,ES,ACTIVE
MEAU,MEAU,OPRT,AU,EXPIRED
MEHK,MEHK,OPRT,HK,EXPIRED
MELO,XNAS,SGMT,US,ACTIVE
MEMD,XMEM,SGMT,US,ACTIVE
MEMM,XMEM,SGMT,US,ACTIVE
MEMX,XMEM,SGMT,US,ACTIVE
MEPX,MEPX,OPRT,ME,ACTIVE
MERD,XOSL,SGMT,NO,ACTIVE
MERF,BMEX,SGMT,ES,ACTIVE
MERK,XOSL,SGMT,NO,ACTIVE
MESI,MSEU,SGMT,DE,ACTIVE
MESQ,XKLS,SGMT,MY,ACTIVE
METZ,METZ,OPRT,GB,ACTIVE
MFGL,MFGL,OPRT,GB,ACTIVE
MFOX,XLIS,SGMT,PT,ACTIVE
MFXA,MFXC,SGMT,GB,ACTIVE
MFXC,MFXC,OPRT,GB,ACTIVE
MFXR,MFXC,SGMT,GB,ACTIVE
MHBD,MHBD,OPRT,DE,ACTIVE
MHBE,MHBE,OPRT,NL,ACTIVE
MHBL,MHBL,OPRT,GB,EXPIRED
MHBP,MHBP,OPRT,FR,ACTIVE
MHEL,XHEL,SGMT,FI,ACTIVE
MHEU,MHEU,OPRT,DE,ACTIVE
MHIP,MHIP,OPRT,GB,EXPIRED
MIBG,MIBG,OPRT,ES,ACTIVE
MIBL,MIBL,OPRT,LU,EXPIRED
MICE,XICE,SGMT,IS,ACTIVE
MIDC,MIDC,OPRT,AE,ACTIVE
MIHI,MIHI,OPRT,US,ACTIVE
MISX,MISX,OPRT,RU,ACTIVE
MIVX,XMIL,SGMT,IT,ACTIVE
MIZX,MIZX,OPRT,JP,ACTIVE
MKAA,MTXX,SGMT,US,ACTIVE
MKAP,MKAP,OPRT,CY,ACTIVE
MKTF,MKTF,OPRT,FR,ACTIVE
MLAX,MLXN,SGMT,GB,EXPIRED
MLCO,BAML,SGMT,US,ACTIVE
MLER,MLEX,SGMT,FR,ACTIVE
MLES,MLEX,SGMT,FR,ACTIVE
MLEU,MLXN,SGMT,GB,EXPIRED
MLEX,MLEX,OPRT,FR,ACTIVE
MLIB,MLIB,OPRT,GB,EXPIRED
MLIX,MLIX,OPRT,GB,ACTIVE
MLRQ,MLIX,SGMT,GB,ACTIVE
MLSI,MLIX,SGMT,GB,ACTIVE
MLVE,MLXN,SGMT,GB,EXPIRED
MLVX,BAML,SGMT,US,ACTIVE
MLXB,XBRU,SGMT,BE,ACTIVE
MLXN,MLXN,OPRT,GB,EXPIRED
MNDK,XCSE,SGMT,DK,ACTIVE
MNFI,XHEL,SGMT,FI,ACTIVE
MNIS,XICE,SGMT,IS,ACTIVE
MNSE,XSTO,SGMT,SE,ACTIVE
MOAT,MOAT,OPRT,US,ACTIVE
MOCX,XINS,SGMT,US,ACTIVE
MOON,MOON,OPRT,US,ACTIVE
MOSE,XSTO,SGMT,SE,ACTIVE
MOTX,XMIL,SGMT,IT,ACTIVE
MPRL,MIHI,SGMT,US,ACTIVE
MSAL,MSAL,OPRT,AU,ACTIVE
MSAX,MSAX,OPRT,FR,EXPIRED
MSBI,MSBI,OPRT,GB,ACTIVE
MSCC,MSCO,SGMT,US,ACTIVE
MSCO,MSCO,OPRT,US,ACTIVE
MSCX,MSAX,SGMT,FR,EXPIRED
MSDM,MSDM,OPRT,PL,ACTIVE
MSEL,MSEL,OPRT,IE,ACTIVE
MSEU,MSEU,OPRT,DE,ACTIVE
MSIP,MSIP,OPRT,GB,ACTIVE
MSLC,MSCO,SGMT,US,ACTIVE
MSLP,MSCO,SGMT,US,EXPIRED
MSMS,MSMS,OPRT,JP,ACTIVE
MSNT,MSAX,SGMT,FR,EXPIRED
MSPL,MSCO,SGMT,US,ACTIVE
MSRP,MSCO,SGMT,US,ACTIVE
MSSA,HPCX,SGMT,FR,ACTIVE
MSSI,MSIP,SGMT,GB,ACTIVE
MSTC,MSCO,SGMT,US,EXPIRED
MSTO,XSTO,SGMT,SE,ACTIVE
MSTX,MSCO,SGMT,US,ACTIVE
MSWP,MTSO,SGMT,IT,EXPIRED
MSXB,XMUS,SGMT,OM,ACTIVE
MSXO,XMUS,SGMT,OM,ACTIVE
MTAA,XMIL,SGMT,IT,ACTIVE
MTAH,XMIL,SGMT,IT,ACTIVE
MTAX,MTAX,OPRT,IT,EXPIRED
MTCH,XPAR,SGMT,FR,ACTIVE
MTSA,XMTS,SGMT,GB,EXPIRED
MTSB,MTUS,SGMT,US,EXPIRED
MTSC,MTSO,SGMT,IT,ACTIVE
MTSD,BEAM,SGMT,BE,ACTIVE
MTSF,BEAM,SGMT,BE,ACTIVE
MTSG,XMTS,SGMT,GB,EXPIRED
MTSM,MTSO,SGMT,IT,EXPIRED
MTSO,MTSO,OPRT,IT,ACTIVE
MTSP,MTSP,OPRT,PL,EXPIRED
MTSS,XMTS,SGMT,GB,EXPIRED
MTSW,XMTS,SGMT,GB,EXPIRED
MTUS,MTUS,OPRT,US,EXPIRED
MTXA,MTXX,SGMT,US,ACTIVE
MTXC,MTXX,SGMT,US,ACTIVE
MTXM,MTXX,SGMT,US,ACTIVE
MTXS,MTXX,SGMT,US,ACTIVE
MTXX,MTXX,OPRT,US,ACTIVE
MUBE,MUBE,OPRT,NL,ACTIVE
MUBL,MUBL,OPRT,GB,ACTIVE
MUBM,MUBM,OPRT,IT,ACTIVE
MUBP,MUBP,OPRT,FR,ACTIVE
MUDX,MUDX,OPRT,JP,ACTIVE
MUFP,MUFP,OPRT,GB,ACTIVE
MUNA,XMUN,SGMT,DE,ACTIVE
MUNB,XMUN,SGMT,DE,ACTIVE
MUNC,XMUN,SGMT,DE,ACTIVE
MUND,XMUN,SGMT,DE,ACTIVE
MUSE,MUSE,OPRT,GB,ACTIVE
MUSN,MUSN,OPRT,NL,ACTIVE
MUTI,MUTI,OPRT,GB,ACTIVE
MVCX,XBCC,SGMT,AR,ACTIVE
MXLM,MAEL,SGMT,GB,ACTIVE
MXNL,MANL,SGMT,NL,ACTIVE
MXOP,XMEM,SGMT,US,ACTIVE
MXTE,XMXT,SGMT,US,ACTIVE
MXTO,XMXT,SGMT,US,ACTIVE
MYTR,MYTR,OPRT,GB,ACTIVE
N2EX,N2EX,OPRT,GB,ACTIVE
NABA,NABL,SGMT,GB,EXPIRED
NABE,NABE,OPRT,GB,EXPIRED
NABL,NABL,OPRT,GB,EXPIRED
NABP,NABP,OPRT,FR,ACTIVE
NABU,NABE,SGMT,GB,EXPIRED
NAMX,NAMX,OPRT,RU,ACTIVE
NAPA,NAPA,OPRT,SE,ACTIVE
NASB,NASB,OPRT,LT,EXPIRED
NASD,XNAS,SGMT,US,ACTIVE
NASN,XSTO,SGMT,SE,EXPIRED
NASX,NASX,OPRT,NG,ACTIVE
NATX,NATX,OPRT,FR,ACTIVE
NAVE,TRDE,SGMT,GB,EXPIRED
NBFL,NBFL,OPRT,GB,ACTIVE
NBLX,NBLX,OPRT,US,ACTIVE
NBOT,NBOT,OPRT,IN,ACTIVE
NBXO,XBXO,SGMT,US,EXPIRED
NCEL,NCEL,OPRT,PK,ACTIVE
NCME,NCME,OPRT,DE,ACTIVE
NCML,NCML,OPRT,GB,ACTIVE
NDCM,NDCM,OPRT,GB,ACTIVE
NDEX,NDEX,OPRT,NL,ACTIVE
NDSC,CDSL,SGMT,IN,ACTIVE
NDSO,CDSL,SGMT,IN,ACTIVE
NDXS,NDEX,SGMT,NL,ACTIVE
NECD,NECD,OPRT,AU,EXPIRED
NEEQ,NEEQ,OPRT,CN,ACTIVE
NEOC,NEOE,SGMT,CA,ACTIVE
NEOD,NEOE,SGMT,CA,ACTIVE
NEOE,NEOE,OPRT,CA,ACTIVE
NEON,NEOE,SGMT,CA,ACTIVE
NESI,NESI,OPRT,DE,ACTIVE
NEXD,NEXX,SGMT,GB,EXPIRED
NEXF,NEXX,SGMT,GB,EXPIRED
NEXG,NEXX,SGMT,GB,EXPIRED
NEXL,NEXX,SGMT,GB,EXPIRED
NEXN,NEXX,SGMT,GB,EXPIRED
NEXO,NEXO,OPRT,NO,ACTIVE
NEXS,NEXS,OPRT,GB,ACTIVE
NEXT,NEXX,SGMT,GB,EXPIRED
NEXX,NEXX,OPRT,GB,EXPIRED
NEXY,EBSN,SGMT,NL,EXPIRED
NFSA,NFSC,SGMT,US,ACTIVE
NFSC,NFSC,OPRT,US,ACTIVE
NFSD,NFSC,SGMT,US,ACTIVE
NGXC,NGXC,OPRT,CA,ACTIVE
NIBC,NIBC,OPRT,NL,ACTIVE
NIBR,XOSL,SGMT,NO,ACTIVE
NILX,NILX,OPRT,EG,ACTIVE
NLAX,CPGX,SGMT,US,ACTIVE
NLBX,NLBX,OPRT,DE,EXPIRED
NLPX,NLPX,OPRT,NL,ACTIVE
NMCE,NMCE,OPRT,IN,ACTIVE
NMRA,NMRA,OPRT,US,ACTIVE
NMRJ,NMRJ,OPRT,JP,ACTIVE
NMSX,NMRJ,SGMT,JP,ACTIVE
NMTF,XNGM,SGMT,SE,ACTIVE
NMTS,XMTS,SGMT,GB,EXPIRED
NNCS,NNCS,OPRT,RU,EXPIRED
NOCO,XSTO,SGMT,SE,EXPIRED
NODX,NODX,OPRT,US,ACTIVE
NOED,XSTO,SGMT,SE,ACTIVE
NOFF,NOFF,OPRT,GB,ACTIVE
NOFI,XSTO,SGMT,SE,ACTIVE
NOME,NURO,SGMT,GB,EXPIRED
NOOB,XSTO,SGMT,SE,ACTIVE
NOPS,NOPS,OPRT,NO,ACTIVE
NORD,NORD,OPRT,DE,ACTIVE
NORX,NORX,OPRT,NO,ACTIVE
NOSC,NOSC,OPRT,NO,EXPIRED
NOSI,NOSI,OPRT,GB,EXPIRED
NOTC,NOTC,OPRT,NO,ACTIVE
NOWB,XSTO,SGMT,SE,ACTIVE
NOWX,NOWX,OPRT,FR,ACTIVE
NPEX,NPEX,OPRT,NL,ACTIVE
NPGA,NPGA,OPRT,DK,ACTIVE
NPMS,NPMS,OPRT,US,ACTIVE
NSME,XNGM,SGMT,SE,ACTIVE
NSPO,NSPO,OPRT,SE,ACTIVE
NSSA,NSSA,OPRT,PL,ACTIVE
NSXB,NSXB,OPRT,AU,ACTIVE
NTRL,INCR,SGMT,US,ACTIVE
NTUK,NTUK,OPRT,GB,ACTIVE
NURD,NURO,SGMT,GB,EXPIRED
NURO,NURO,OPRT,GB,EXPIRED
NWMS,NWMS,OPRT,GB,ACTIVE
NWNV,NWNV,OPRT,NL,ACTIVE
NXBX,NMRJ,SGMT,JP,ACTIVE
NXEU,NXEU,OPRT,GB,ACTIVE
NXFO,NMRJ,SGMT,JP,ACTIVE
NXJP,NMRJ,SGMT,JP,ACTIVE
NXSE,NMRJ,SGMT,JP,ACTIVE
NXTE,NXTE,OPRT,KR,ACTIVE
NXUS,NXUS,OPRT,US,ACTIVE
NXVW,NMRJ,SGMT,JP,ACTIVE
NYFX,BNYC,SGMT,US,EXPIRED
NYMS,XCME,SGMT,US,ACTIVE
NYMX,NYMX,OPRT,GB,EXPIRED
NYPC,NYPC,OPRT,US,ACTIVE
NYSD,XNYS,SGMT,US,ACTIVE
NYSI,NYSI,OPRT,DK,ACTIVE
NZFX,XASX,SGMT,AU,ACTIVE
NZXC,XNZE,SGMT,NZ,ACTIVE
NZXD,XNZE,SGMT,NZ,ACTIVE
NZXM,XNZE,SGMT,NZ,ACTIVE
O360,U360,SGMT,US,ACTIVE
OAPA,OAPA,OPRT,NO,ACTIVE
OBGE,OBGE,OPRT,GB,ACTIVE
OBGP,AURB,SGMT,FR,ACTIVE
OBKL,OBKL,OPRT,AT,ACTIVE
OCEA,OCEA,OPRT,US,ACTIVE
OCFX,OCFX,OPRT,US,ACTIVE
OCSI,OCSI,OPRT,GB,ACTIVE
OCTC,OCTC,OPRT,US,ACTIVE
OCTL,OCTL,OPRT,US,ACTIVE
OCTU,OCTC,SGMT,US,ACTIVE
OCXE,OCXE,OPRT,NL,ACTIVE
OCXL,OCXL,OPRT,GB,ACTIVE
ODDO,ODDO,OPRT,FR,ACTIVE
ODOC,ODOC,OPRT,FR,ACTIVE
ODST,ODXE,SGMT,JP,ACTIVE
ODXE,ODXE,OPRT,JP,ACTIVE
OFEX,OFEX,OPRT,GB,EXPIRED
OHVO,OHVO,OPRT,NL,ACTIVE
OILX,TRDE,SGMT,GB,EXPIRED
OKXE,OKXE,OPRT,MT,ACTIVE
OLBB,OLBB,OPRT,DE,ACTIVE
OLLC,OLLC,OPRT,US,ACTIVE
OMEL,OMEL,OPRT,ES,ACTIVE
OMET,OMET,OPRT,US,ACTIVE
OMGA,OMGA,OPRT,CA,ACTIVE
OMIC,OMIC,OPRT,PT,ACTIVE
OMIP,OMIP,OPRT,PT,ACTIVE
ONEC,CGMI,SGMT,US,ACTIVE
ONEP,ONEX,SGMT,NL,ACTIVE
ONEX,ONEX,OPRT,NL,ACTIVE
ONSE,XSTO,SGMT,SE,ACTIVE
OOTC,FINR,SGMT,US,ACTIVE
OPCO,OPCO,OPRT,FI,EXPIRED
OPEX,OPEX,OPRT,PT,EXPIRED
OPMX,OPMX,OPRT,US,ACTIVE
OPRA,OPRA,OPRT,US,ACTIVE
OPSI,OPSI,OPRT,NL,ACTIVE
OPTX,OPTX,OPRT,GB,ACTIVE
OSDS,OSDS,OPRT,HK,ACTIVE
OSLC,OSLC,OPRT,NO,ACTIVE
OSSG,OSSG,OPRT,SG,ACTIVE
OTCB,OTCM,SGMT,US,ACTIVE
OTCD,OTCM,SGMT,US,ACTIVE
OTCE,OTCE,OPRT,GB,ACTIVE
OTCI,OTCI,OPRT,US,ACTIVE
OTCM,OTCM,OPRT,US,ACTIVE
OTCN,OTCN,OPRT,US,ACTIVE
OTCO,OTCI,SGMT,US,ACTIVE
OTCQ,OTCM,SGMT,US,ACTIVE
OTCX,OTCX,OPRT,IN,ACTIVE
OTEU,OTEU,OPRT,NL,ACTIVE
OTPB,OTPB,OPRT,HU,ACTIVE
OTPR,OTPR,OPRT,RO,ACTIVE
OTXB,OTXB,OPRT,CH,ACTIVE
OTXT,OTXT,OPRT,GB,ACTIVE
OYLD,OYLD,OPRT,US,ACTIVE
PARK,PARK,OPRT,PL,EXPIRED
PARX,TRDE,SGMT,GB,ACTIVE
PATF,PATF,OPRT,CZ,ACTIVE
PAVE,PAVE,OPRT,ES,ACTIVE
PAYM,PAYM,OPRT,FR,ACTIVE
PBGR,PBGR,OPRT,GR,ACTIVE
PBUL,XBUL,SGMT,BG,ACTIVE
PCDS,TPCD,SGMT,GB,EXPIRED
PCSE,XCSE,SGMT,DK,ACTIVE
PDEX,PDEX,OPRT,PH,ACTIVE
PDQD,PDQX,SGMT,US,EXPIRED
PDQX,PDQX,OPRT,US,EXPIRED
PEEL,PEEL,OPRT,GB,ACTIVE
PEPH,PEPW,SGMT,SE,ACTIVE
PEPM,PEPW,SGMT,SE,ACTIVE
PEPQ,PEPW,SGMT,SE,ACTIVE
PEPW,PEPW,OPRT,SE,ACTIVE
PEPY,PEPW,SGMT,SE,ACTIVE
PERP,PMXX,SGMT,CY,ACTIVE
PESL,PESL,OPRT,IE,ACTIVE
PEUR,XHEL,SGMT,FI,ACTIVE
PFSE,XSTO,SGMT,SE,ACTIVE
PFSI,PATF,SGMT,CZ,ACTIVE
PFTQ,PFTS,SGMT,UA,ACTIVE
PFTS,PFTS,OPRT,UA,ACTIVE
PFXD,TRDE,SGMT,GB,ACTIVE
PGSL,PGSL,OPRT,IE,ACTIVE
PGTP,PGTP,OPRT,SG,ACTIVE
PHEL,XHEL,SGMT,FI,ACTIVE
PHSI,PEEL,SGMT,GB,ACTIVE
PIEU,PIEU,OPRT,GB,ACTIVE
PINC,OTCM,SGMT,US,EXPIRED
PINI,OTCM,SGMT,US,EXPIRED
PINL,OTCM,SGMT,US,ACTIVE
PINX,OTCM,SGMT,US,EXPIRED
PIPE,PIPE,OPRT,US,ACTIVE
PIPR,PIPR,OPRT,US,ACTIVE
PIRM,PIRM,OPRT,GB,ACTIVE
PJCX,PIPR,SGMT,US,EXPIRED
PKOP,PKOP,OPRT,PL,ACTIVE
PLDX,LOTC,SGMT,GB,ACTIVE
PLPD,XWAR,SGMT,PL,ACTIVE
PLPO,XWAR,SGMT,PL,ACTIVE
PLPS,XWAR,SGMT,PL,ACTIVE
PLPX,XWAR,SGMT,PL,EXPIRED
PLSX,ICAP,SGMT,GB,EXPIRED
PLUS,XMUN,SGMT,DE,EXPIRED
PMTS,PMTS,OPRT,PT,EXPIRED
PMXX,PMXX,OPRT,CY,ACTIVE
PNED,XSTO,SGMT,SE,EXPIRED
POEE,XWAR,SGMT,PL,EXPIRED
PORT,XMTS,SGMT,GB,EXPIRED
POSE,POSE,OPRT,ES,ACTIVE
POTC,POTC,OPRT,VU,ACTIVE
POTL,POTL,OPRT,AU,ACTIVE
PPEX,PPEX,OPRT,GB,ACTIVE
PRME,XMTS,SGMT,GB,EXPIRED
PROS,XMAL,SGMT,MT,ACTIVE
PRSE,PRSE,OPRT,US,ACTIVE
PSGM,OTCM,SGMT,US,ACTIVE
PSTO,XSTO,SGMT,SE,ACTIVE
PSXD,XNAS,SGMT,US,ACTIVE
PTPG,PTPG,OPRT,PL,ACTIVE
PULX,PULX,OPRT,US,EXPIRED
PUMA,PUMA,OPRT,US,ACTIVE
PUMX,PUMA,SGMT,US,ACTIVE
PUND,PUND,OPRT,US,ACTIVE
PURE,XCNQ,SGMT,CA,ACTIVE
PVBL,PVBL,OPRT,US,ACTIVE
PVMF,TPEO,SGMT,GB,ACTIVE
PXIL,PXIL,OPRT,IN,ACTIVE
QCEX,QCEX,OPRT,US,ACTIVE
QMTF,QMTF,OPRT,HU,EXPIRED
QMTS,QMTS,OPRT,GB,EXPIRED
QUNT,INFT,SGMT,NO,ACTIVE
QWIK,QWIK,OPRT,US,ACTIVE
QWIX,QWIX,OPRT,GB,ACTIVE
R5FX,R5FX,OPRT,GB,ACTIVE
RABL,RABL,OPRT,GB,ACTIVE
RABO,RABO,OPRT,NL,ACTIVE
RAJA,RAJA,OPRT,US,ACTIVE
RBCB,RBCB,OPRT,LU,ACTIVE
RBCC,RBCC,OPRT,FR,ACTIVE
RBCE,RBCE,OPRT,GB,ACTIVE
RBCG,RBCG,OPRT,DE,ACTIVE
RBCM,RBCM,OPRT,GB,ACTIVE
RBCS,RBCS,OPRT,US,ACTIVE
RBCT,RBCT,OPRT,GB,ACTIVE
RBEX,RBEX,OPRT,US,ACTIVE
RBHU,RBHU,OPRT,HU,ACTIVE
RBIV,RBIV,OPRT,AT,ACTIVE
RBSI,RBCB,SGMT,LU,ACTIVE
RBSX,RBSX,OPRT,GB,ACTIVE
RCBX,XINS,SGMT,US,EXPIRED
RCMA,RCMA,OPRT,US,ACTIVE
RENC,RENC,OPRT,CY,ACTIVE
RESE,EBSN,SGMT,NL,EXPIRED
RESF,EBSN,SGMT,NL,ACTIVE
REST,NEXS,SGMT,GB,ACTIVE
REVX,REVX,OPRT,CY,ACTIVE
