MIC,OPERATING MIC,OPRT/SGMT,ISO COUNTRY CODE (ISO 3166),STATUS
RFBK,RFBK,OPRT,CZ,ACTIVE
RFIM,RFIM,OPRT,AE,ACTIVE
RFQN,MANL,SGMT,NL,ACTIVE
RFQS,MASG,SGMT,SG,ACTIVE
RFQU,MAEL,SGMT,GB,ACTIVE
RICD,RICX,SGMT,US,EXPIRED
RICX,RICX,OPRT,US,EXPIRED
RITS,RITS,OPRT,IN,ACTIVE
RJXX,LEVL,SGMT,US,ACTIVE
RLBO,RLBO,OPRT,AT,ACTIVE
RMEX,RMEX,OPRT,LI,ACTIVE
RMMS,RMMS,OPRT,ZA,ACTIVE
RMMX,RMMS,SGMT,ZA,ACTIVE
RMTF,RMTF,OPRT,IE,ACTIVE
RMTS,XMTS,SGMT,GB,EXPIRED
ROCO,ROCO,OPRT,TW,ACTIVE
ROFX,ROFX,OPRT,AR,ACTIVE
ROSR,ROSR,OPRT,CH,ACTIVE
ROTC,ROTC,OPRT,RW,ACTIVE
RPDX,RPDX,OPRT,RU,ACTIVE
RPWC,XWAR,SGMT,PL,ACTIVE
RR4G,RR4G,OPRT,NL,ACTIVE
RRSI,RRSI,OPRT,RO,ACTIVE
RSEX,RSEX,OPRT,RW,ACTIVE
RTSI,RBCT,SGMT,GB,ACTIVE
RTSL,RTSL,OPRT,GB,ACTIVE
RTSP,RTSP,OPRT,SG,ACTIVE
RTSX,MISX,SGMT,RU,ACTIVE
RTXF,RTXF,OPRT,US,ACTIVE
RULE,RULE,OPRT,CH,ACTIVE
RUSX,RUSX,OPRT,RU,ACTIVE
RVSA,RVSA,OPRT,AT,ACTIVE
S360,S360,OPRT,SG,ACTIVE
S3FM,S3FM,OPRT,CH,ACTIVE
SAGE,SAGE,OPRT,US,ACTIVE
SANT,SANT,OPRT,ES,ACTIVE
SB1M,SB1M,OPRT,NO,ACTIVE
SBAR,BMEX,SGMT,ES,ACTIVE
SBEX,SBEX,OPRT,GB,ACTIVE
SBIC,SBIJ,SGMT,JP,ACTIVE
SBIJ,SBIJ,OPRT,JP,ACTIVE
SBIL,BMEX,SGMT,ES,ACTIVE
SBIU,SBIJ,SGMT,JP,ACTIVE
SBIV,SBIJ,SGMT,JP,ACTIVE
SBMF,BMFX,SGMT,RO,EXPIRED
SBSI,SBSI,OPRT,DK,ACTIVE
SCAG,SCAG,OPRT,DE,ACTIVE
SCLB,SCLB,OPRT,DE,ACTIVE
SCLE,BMEX,SGMT,ES,ACTIVE
SCOT,SCOT,OPRT,GB,ACTIVE
SCXA,SCXO,SGMT,US,EXPIRED
SCXF,SCXO,SGMT,US,EXPIRED
SCXM,SCXO,SGMT,US,EXPIRED
SCXO,SCXO,OPRT,US,ACTIVE
SCXS,SCXO,SGMT,US,EXPIRED
SEBA,SEBA,OPRT,DE,ACTIVE
SEBL,SEBL,OPRT,LT,ACTIVE
SEBS,SEBS,OPRT,SE,ACTIVE
SEBX,SEBX,OPRT,SE,EXPIRED
SECC,SECC,OPRT,SC,ACTIVE
SECD,SECD,OPRT,SC,ACTIVE
SECE,SECE,OPRT,SC,ACTIVE
SECF,SECF,OPRT,GB,ACTIVE
SEDC,SEDC,OPRT,SC,ACTIVE
SEDR,SEDR,OPRT,GB,EXPIRED
SEDX,XMIL,SGMT,IT,ACTIVE
SEED,XSTO,SGMT,SE,ACTIVE
SELC,SELC,OPRT,BR,ACTIVE
SEMX,SEMX,OPRT,IE,ACTIVE
SEND,BMEX,SGMT,ES,ACTIVE
SEOB,XSTO,SGMT,SE,ACTIVE
SEPE,SEPE,OPRT,UA,ACTIVE
SEWB,XSTO,SGMT,SE,ACTIVE
SFCL,SFCL,OPRT,GB,ACTIVE
SFMP,SFMP,OPRT,GB,ACTIVE
SFOX,SFOX,OPRT,US,ACTIVE
SGA2,SGAS,SGMT,US,ACTIVE
SGAS,SGAS,OPRT,US,ACTIVE
SGBX,GSCO,SGMT,US,ACTIVE
SGEX,SGEX,OPRT,CN,ACTIVE
SGMA,SGMA,OPRT,US,ACTIVE
SGMT,GSCO,SGMT,US,ACTIVE
SGMU,SGMU,OPRT,FR,ACTIVE
SGMV,SGMU,SGMT,FR,ACTIVE
SGMW,SGMU,SGMT,FR,ACTIVE
SGMX,SGMX,OPRT,GB,ACTIVE
SGMY,SGMX,SGMT,GB,ACTIVE
SGMZ,SGMX,SGMT,GB,ACTIVE
SGOE,SGOE,OPRT,FR,ACTIVE
SHAD,SHAW,SGMT,US,ACTIVE
SHAR,SHAR,OPRT,GB,ACTIVE
SHAW,SHAW,OPRT,US,ACTIVE
SHSC,XHKG,SGMT,HK,ACTIVE
SIAB,SIAB,OPRT,PL,ACTIVE
SIBC,SIBC,OPRT,CY,ACTIVE
SICS,CSEU,SGMT,GB,ACTIVE
SIDX,SIDX,OPRT,IE,ACTIVE
SIFX,SIFX,OPRT,GB,ACTIVE
SIG2,SIG2,OPRT,JP,ACTIVE
SIGA,SIGA,OPRT,AU,ACTIVE
SIGB,SIG2,SGMT,JP,ACTIVE
SIGH,GSAL,SGMT,HK,ACTIVE
SIGJ,SIGJ,OPRT,JP,ACTIVE
SIGX,SIGX,OPRT,US,EXPIRED
SIMD,CSMD,SGMT,ES,ACTIVE
SIMV,SIMV,OPRT,AU,ACTIVE
SISI,SISI,OPRT,IE,ACTIVE
SISU,SISU,OPRT,GB,ACTIVE
SKBB,SKBB,OPRT,SI,ACTIVE
SKSI,SKSI,OPRT,DK,ACTIVE
SKYX,SKYX,OPRT,GB,ACTIVE
SLHB,SLHB,OPRT,AT,ACTIVE
SLKK,XMTS,SGMT,GB,EXPIRED
SLXT,SLXT,OPRT,GB,EXPIRED
SMBB,SMBB,OPRT,BE,ACTIVE
SMBC,SMBC,OPRT,JP,ACTIVE
SMBD,SMBD,OPRT,DE,ACTIVE
SMBE,SMBE,OPRT,GB,ACTIVE
SMBG,SMBG,OPRT,GB,ACTIVE
SMBP,SMBP,OPRT,FR,ACTIVE
SMEX,SMEX,OPRT,SG,ACTIVE
SMFE,SMFE,OPRT,US,ACTIVE
SMFF,SMFF,OPRT,DE,ACTIVE
SMTS,XMTS,SGMT,GB,EXPIRED
SNSI,SNSI,OPRT,DK,ACTIVE
SNUK,SNUK,OPRT,GB,ACTIVE
SOHO,SOHO,OPRT,US,ACTIVE
SPAD,XPRA,SGMT,CZ,EXPIRED
SPAX,SPAX,OPRT,US,ACTIVE
SPBE,SPBE,OPRT,RU,ACTIVE
SPDK,XSAT,SGMT,SE,ACTIVE
SPDX,SPDX,OPRT,GB,ACTIVE
SPEC,SPEC,OPRT,GB,ACTIVE
SPEU,XSAT,SGMT,SE,ACTIVE
SPEX,SPEX,OPRT,DE,ACTIVE
SPFI,XSAT,SGMT,SE,ACTIVE
SPHR,MIHI,SGMT,US,ACTIVE
SPIM,SPIM,OPRT,RU,ACTIVE
SPNO,XSAT,SGMT,SE,ACTIVE
SPRZ,SPRZ,OPRT,GB,ACTIVE
SPSD,XSAT,SGMT,SE,ACTIVE
SPTR,SPTR,OPRT,NO,ACTIVE
SPTX,SPTX,OPRT,US,ACTIVE
SPXE,SPXE,OPRT,SK,ACTIVE
SQUA,SQUA,OPRT,GB,ACTIVE
SRPT,SRPT,OPRT,US,ACTIVE
SSBI,SSBI,OPRT,DE,ACTIVE
SSBM,SSBI,SGMT,DE,ACTIVE
SSBT,SSBT,OPRT,GB,ACTIVE
SSEX,SSEX,OPRT,GB,ACTIVE
SSFX,SSBT,SGMT,GB,ACTIVE
SSIL,SSIL,OPRT,GB,ACTIVE
SSME,XSTO,SGMT,SE,ACTIVE
SSOB,MTSO,SGMT,IT,ACTIVE
SSTX,SSTX,OPRT,US,ACTIVE
SSWM,SSWM,OPRT,DE,EXPIRED
STAL,STAL,OPRT,GB,EXPIRED
STAN,STAN,OPRT,GB,ACTIVE
STEE,NORX,SGMT,NO,EXPIRED
STFL,STFL,OPRT,GB,ACTIVE
STFU,STFU,OPRT,US,EXPIRED
STFX,STFX,OPRT,US,ACTIVE
STOX,STOX,OPRT,CH,ACTIVE
STRM,STRM,OPRT,US,ACTIVE
STRT,XPRA,SGMT,CZ,EXPIRED
STSI,STSI,OPRT,GB,EXPIRED
STUA,XSTU,SGMT,DE,ACTIVE
STUB,XSTU,SGMT,DE,ACTIVE
STUC,XSTU,SGMT,DE,ACTIVE
STUD,XSTU,SGMT,DE,ACTIVE
STUE,XSTU,SGMT,DE,ACTIVE
STUF,XSTU,SGMT,DE,ACTIVE
STUH,XSTU,SGMT,DE,ACTIVE
STUJ,XSTU,SGMT,DE,ACTIVE
STUL,XSTU,SGMT,DE,ACTIVE
STXS,STXS,OPRT,NL,ACTIVE
STXX,STXX,OPRT,ES,ACTIVE
SUNB,SUNB,OPRT,GB,EXPIRED
SUNM,SUNB,SGMT,GB,EXPIRED
SUNO,SUNB,SGMT,GB,EXPIRED
SUNT,SUNT,OPRT,US,ACTIVE
SVES,SVEX,SGMT,SE,ACTIVE
SVEX,SVEX,OPRT,SE,ACTIVE
SVXI,SVXI,OPRT,VC,ACTIVE
SWAP,SWAP,OPRT,GB,ACTIVE
SWBI,SWBI,OPRT,SE,EXPIRED
SWEE,SWEE,OPRT,EE,EXPIRED
SWLT,SWLT,OPRT,LT,EXPIRED
SWLV,SWLV,OPRT,LV,EXPIRED
SWPX,SWPX,OPRT,US,ACTIVE
SXSI,SXSI,OPRT,DK,ACTIVE
SYFX,SYFX,OPRT,SG,ACTIVE
SYNK,SYNK,OPRT,IT,ACTIVE
SZSC,XHKG,SGMT,HK,ACTIVE
T212,T212,OPRT,BG,ACTIVE
TBEN,XTUP,SGMT,GB,EXPIRED
TBLA,XTUP,SGMT,GB,EXPIRED
TBSA,XWAR,SGMT,PL,ACTIVE
TBSP,XWAR,SGMT,PL,ACTIVE
TBSX,TBSX,OPRT,DE,EXPIRED
TCDS,TRDE,SGMT,GB,ACTIVE
TCME,TRDE,SGMT,GB,EXPIRED
TCML,TCML,OPRT,GB,ACTIVE
TDBL,TDBL,OPRT,GB,ACTIVE
TDGF,TDGF,OPRT,IE,ACTIVE
TDON,TDON,OPRT,FR,ACTIVE
TDSX,INCR,SGMT,US,ACTIVE
TDVS,TDVS,OPRT,RO,ACTIVE
TDXS,TDXS,OPRT,CH,ACTIVE
TECO,TPEO,SGMT,GB,ACTIVE
TEEG,TPSO,SGMT,GB,EXPIRED
TEFD,TPEL,SGMT,GB,ACTIVE
TEFX,TPEO,SGMT,GB,EXPIRED
TEGB,TPEO,SGMT,GB,EXPIRED
TEGI,TPEO,SGMT,GB,EXPIRED
TEIR,TPEO,SGMT,GB,EXPIRED
TEMB,TPEL,SGMT,GB,EXPIRED
TEMC,TPEL,SGMT,GB,EXPIRED
TEMF,TPEL,SGMT,GB,EXPIRED
TEMG,TPEL,SGMT,GB,EXPIRED
TEMI,TPEL,SGMT,GB,EXPIRED
TEMM,TPEO,SGMT,GB,EXPIRED
TEMR,TPEL,SGMT,GB,ACTIVE
TEOF,TPEO,SGMT,GB,EXPIRED
TEPF,TPFR,SGMT,FR,EXPIRED
TEPG,TPFR,SGMT,FR,EXPIRED
TEPI,TPFR,SGMT,FR,EXPIRED
TEPM,TPFR,SGMT,FR,EXPIRED
TEPR,TPFR,SGMT,FR,EXPIRED
TEPX,TPFR,SGMT,FR,EXPIRED
TERA,TERA,OPRT,US,ACTIVE
TERE,TPEO,SGMT,GB,EXPIRED
TERM,TERM,OPRT,SG,ACTIVE
TEUR,TEUR,OPRT,ES,ACTIVE
TFEX,TFEX,OPRT,TH,ACTIVE
TFSA,TFSA,OPRT,SG,ACTIVE
TFSC,TRDE,SGMT,GB,EXPIRED
TFSD,TFSD,OPRT,HK,ACTIVE
TFSE,TRDE,SGMT,GB,EXPIRED
TFSG,TRDE,SGMT,GB,EXPIRED
TFSS,TRDE,SGMT,GB,EXPIRED
TFSU,TFSU,OPRT,US,ACTIVE
TFSV,TFSV,OPRT,GB,EXPIRED
TGAT,TGAT,OPRT,DE,ACTIVE
TGSI,TGAT,SGMT,DE,ACTIVE
THEM,THEM,OPRT,US,ACTIVE
THRD,XNIM,SGMT,US,EXPIRED
THRE,THRE,OPRT,US,ACTIVE
TICT,TICT,OPRT,JP,ACTIVE
TIRD,TPEL,SGMT,GB,EXPIRED
TLAB,TLAB,OPRT,IT,EXPIRED
TLCM,ICOT,SGMT,FR,ACTIVE
TMCC,IBSC,SGMT,US,ACTIVE
TMCY,TMCY,OPRT,CY,ACTIVE
TMEU,TMEU,OPRT,IE,ACTIVE
TMEX,TMEX,OPRT,TR,ACTIVE
TMID,TMID,OPRT,US,ACTIVE
TMTS,XMTS,SGMT,GB,EXPIRED
TMUK,TMUK,OPRT,GB,ACTIVE
TMXS,TMXS,OPRT,CA,EXPIRED
TNLA,XAMS,SGMT,NL,ACTIVE
TNLB,XBRU,SGMT,BE,ACTIVE
TNLK,XBRU,SGMT,BE,EXPIRED
TNLL,XLDN,SGMT,GB,EXPIRED
TOCP,TOCP,OPRT,HK,ACTIVE
TOMD,TOMX,SGMT,NL,EXPIRED
TOMF,TPES,SGMT,ES,EXPIRED
TOMG,TPES,SGMT,ES,EXPIRED
TOMX,TOMX,OPRT,NL,EXPIRED
TOWR,TOWR,OPRT,NL,ACTIVE
TPCD,XTUP,SGMT,GB,EXPIRED
TPDA,TPID,SGMT,GB,ACTIVE
TPDE,TPDE,OPRT,DE,EXPIRED
TPDR,TPIC,SGMT,FR,ACTIVE
TPEE,TPIC,SGMT,FR,ACTIVE
TPEL,TPEL,OPRT,GB,ACTIVE
TPEO,TPEO,OPRT,GB,ACTIVE
TPEQ,XTUP,SGMT,GB,EXPIRED
TPER,TPEU,SGMT,FR,ACTIVE
TPES,TPES,OPRT,ES,EXPIRED
TPEU,TPEU,OPRT,FR,ACTIVE
TPFD,XTUP,SGMT,GB,EXPIRED
TPFR,TPFR,OPRT,FR,EXPIRED
TPIC,TPIC,OPRT,FR,ACTIVE
TPID,TPID,OPRT,GB,ACTIVE
TPIE,TPIE,OPRT,GB,ACTIVE
TPIM,TPIM,OPRT,GB,EXPIRED
TPIO,TPIC,SGMT,FR,ACTIVE
TPIR,TPIC,SGMT,FR,ACTIVE
TPIS,TPIS,OPRT,GB,EXPIRED
TPLF,TPIS,SGMT,GB,EXPIRED
TPMF,TPIS,SGMT,GB,EXPIRED
TPMG,TPIS,SGMT,GB,EXPIRED
TPRE,XTUP,SGMT,GB,EXPIRED
TPSB,TPSE,SGMT,US,ACTIVE
TPSD,XTUP,SGMT,GB,EXPIRED
TPSE,TPSE,OPRT,US,ACTIVE
TPSG,TERM,SGMT,SG,ACTIVE
TPSL,TPSL,OPRT,GB,ACTIVE
TPSO,TPSO,OPRT,GB,ACTIVE
TPSP,XTUP,SGMT,GB,EXPIRED
TPSV,TPSE,SGMT,US,EXPIRED
TPSY,TPIS,SGMT,GB,EXPIRED
TQEA,TQEX,SGMT,NL,ACTIVE
TQEB,TQEX,SGMT,NL,EXPIRED
TQEM,TQEX,SGMT,NL,ACTIVE
TQEX,TQEX,OPRT,NL,ACTIVE
TRAI,TRAI,OPRT,US,ACTIVE
TRAL,RTSL,SGMT,GB,ACTIVE
TRAS,TRAS,OPRT,HK,ACTIVE
TRAX,TRAX,OPRT,GB,ACTIVE
TRBX,TRBX,OPRT,DE,ACTIVE
TRCK,TRCK,OPRT,US,ACTIVE
TRCX,TRCX,OPRT,US,ACTIVE
TRDC,TRDC,OPRT,SG,ACTIVE
TRDE,TRDE,OPRT,GB,ACTIVE
TRDX,TRDE,SGMT,GB,ACTIVE
TREA,TREU,SGMT,GB,ACTIVE
TREO,TREU,SGMT,GB,ACTIVE
TREU,TREU,OPRT,GB,ACTIVE
TREX,TREX,OPRT,US,ACTIVE
TRFW,RTSL,SGMT,GB,ACTIVE
TRFX,TRWB,SGMT,US,EXPIRED
TRIE,TRIE,OPRT,IE,ACTIVE
TRNL,TRNL,OPRT,NL,ACTIVE
TRPX,TRPX,OPRT,SC,ACTIVE
TRQA,TRQX,SGMT,GB,ACTIVE
TRQB,TRQX,SGMT,GB,EXPIRED
TRQC,TRQX,SGMT,GB,EXPIRED
TRQD,TRQX,SGMT,GB,EXPIRED
TRQM,TRQX,SGMT,GB,ACTIVE
TRQS,TRQX,SGMT,GB,EXPIRED
TRQX,TRQX,OPRT,GB,ACTIVE
TRSI,TRSI,OPRT,GB,ACTIVE
TRU1,TRUX,SGMT,US,ACTIVE
TRU2,TRUX,SGMT,US,ACTIVE
TRUK,TRUK,OPRT,GB,ACTIVE
TRUX,TRUX,OPRT,US,ACTIVE
TRWB,TRWB,OPRT,US,ACTIVE
TRXE,TRXE,OPRT,FR,ACTIVE
TSAD,TSAD,OPRT,US,ACTIVE
TSAF,TSAF,OPRT,FR,ACTIVE
TSBF,TSEF,SGMT,US,ACTIVE
TSBX,TSBX,OPRT,US,EXPIRED
TSCB,TPSO,SGMT,GB,EXPIRED
TSCD,TPSO,SGMT,GB,ACTIVE
TSED,TPSO,SGMT,GB,ACTIVE
TSEF,TSEF,OPRT,US,ACTIVE
TSFF,TPDE,SGMT,DE,EXPIRED
TSFG,TPDE,SGMT,DE,EXPIRED
TSFI,TPSO,SGMT,GB,ACTIVE
TSFX,TPSO,SGMT,GB,EXPIRED
TSGB,TPSO,SGMT,GB,ACTIVE
TSGI,TPSO,SGMT,GB,ACTIVE
TSIG,TSIG,OPRT,SG,ACTIVE
TSIR,TPSO,SGMT,GB,ACTIVE
TSMB,TPSL,SGMT,GB,EXPIRED
TSMC,TPSL,SGMT,GB,EXPIRED
TSMG,TPSL,SGMT,GB,EXPIRED
TSMI,TPSL,SGMT,GB,EXPIRED
TSMM,TPSO,SGMT,GB,ACTIVE
TSMR,TPSL,SGMT,GB,ACTIVE
TSRE,TPSO,SGMT,GB,EXPIRED
TSUK,TPSL,SGMT,GB,EXPIRED
TUOB,TPSO,SGMT,GB,ACTIVE
TWEA,TWEU,SGMT,NL,ACTIVE
TWEM,TWEU,SGMT,NL,ACTIVE
TWEO,TWEU,SGMT,NL,ACTIVE
TWEU,TWEU,OPRT,NL,ACTIVE
TWGP,TWGP,OPRT,GB,ACTIVE
TWHK,TWHK,OPRT,HK,ACTIVE
TWJP,TWJP,OPRT,JP,ACTIVE
TWJT,TWJP,SGMT,JP,ACTIVE
TWSA,TWSA,OPRT,SA,ACTIVE
TWSF,TRWB,SGMT,US,ACTIVE
TWSG,TWSG,OPRT,SG,ACTIVE
TXBA,LEVL,SGMT,US,ACTIVE
TXSD,TXSE,SGMT,US,ACTIVE
TXSE,TXSE,OPRT,US,ACTIVE
U360,U360,OPRT,US,ACTIVE
UBCZ,UBCZ,OPRT,CZ,ACTIVE
UBEC,UBEC,OPRT,US,ACTIVE
UBIM,UBIM,OPRT,IT,EXPIRED
UBIN,UBIN,OPRT,GB,ACTIVE
UBIS,UBIS,OPRT,IT,ACTIVE
UBSA,UBSA,OPRT,US,ACTIVE
UBSB,UBSB,OPRT,GB,ACTIVE
UBSC,UBSG,SGMT,CH,ACTIVE
UBSD,UBSD,OPRT,DE,EXPIRED
UBSE,UBSL,SGMT,GB,EXPIRED
UBSF,UBSG,SGMT,CH,ACTIVE
UBSG,UBSG,OPRT,CH,ACTIVE
UBSI,UBSL,SGMT,DE,ACTIVE
UBSL,UBSL,OPRT,DE,ACTIVE
UBSP,UBSA,SGMT,US,ACTIVE
UBSS,UBSS,OPRT,US,ACTIVE
UBST,UBST,OPRT,CH,EXPIRED
UBSV,UBSA,SGMT,US,ACTIVE
UBSX,UBSX,OPRT,HK,ACTIVE
UBSY,UBSB,SGMT,GB,ACTIVE
UCBA,UCBA,OPRT,AT,ACTIVE
UCBG,UCBG,OPRT,BG,ACTIVE
UCDE,UCDE,OPRT,DE,ACTIVE
UCHU,UCHU,OPRT,HU,ACTIVE
UCIT,UCIT,OPRT,IT,ACTIVE
UFEX,UFEX,OPRT,UY,ACTIVE
UGEN,UGEN,OPRT,GB,ACTIVE
UICE,UICE,OPRT,UA,ACTIVE
UKCA,UKCA,OPRT,GB,ACTIVE
UKEX,UKEX,OPRT,UA,ACTIVE
UKGD,XMTS,SGMT,GB,ACTIVE
UKOR,ICPM,SGMT,GB,ACTIVE
UKPX,UKPX,OPRT,GB,ACTIVE
UKRE,ICPM,SGMT,GB,ACTIVE
ULTX,ULTX,OPRT,UG,ACTIVE
UMTS,UMTS,OPRT,GB,EXPIRED
UNGB,UNGB,OPRT,GB,ACTIVE
URCE,URCE,OPRT,RU,EXPIRED
USEF,USEF,OPRT,US,EXPIRED
USOB,XSTO,SGMT,SE,ACTIVE
USWB,XSTO,SGMT,SE,ACTIVE
USWP,XMTS,SGMT,GB,EXPIRED
UTSL,UTSL,OPRT,JP,ACTIVE
UTST,UTSL,SGMT,JP,ACTIVE
VABD,IBSC,SGMT,US,ACTIVE
VAGL,VAGL,OPRT,GB,ACTIVE
VAGM,VAGM,OPRT,GB,ACTIVE
VALX,VUSA,SGMT,US,ACTIVE
VAMS,VAMS,OPRT,ES,ACTIVE
VAVO,VAVO,OPRT,NL,ACTIVE
VCMO,VCMO,OPRT,GB,ACTIVE
VCRS,VUSA,SGMT,US,ACTIVE
VDRK,XTSX,SGMT,CA,ACTIVE
VEGA,VEGA,OPRT,GB,ACTIVE
VERT,VERT,OPRT,US,ACTIVE
VFCM,VFCM,OPRT,US,ACTIVE
VFEX,VFEX,OPRT,ZW,ACTIVE
VFGB,VFGB,OPRT,GB,ACTIVE
VFIL,VFIL,OPRT,IE,ACTIVE
VFMI,VUSA,SGMT,US,ACTIVE
VFSI,VFIL,SGMT,IE,ACTIVE
VFUK,VFUK,OPRT,GB,EXPIRED
VFXO,VFIL,SGMT,IE,ACTIVE
VIRT,VIRT,OPRT,US,ACTIVE
VIUK,VIUK,OPRT,GB,ACTIVE
VKAB,KABU,SGMT,JP,EXPIRED
VLEX,VLEX,OPRT,CH,ACTIVE
VMEX,VMEX,OPRT,AE,ACTIVE
VMFX,VMFX,OPRT,FO,ACTIVE
VMTS,XMTS,SGMT,GB,EXPIRED
VNDM,WSAG,SGMT,US,ACTIVE
VOLA,TRDE,SGMT,GB,EXPIRED
VONT,VONT,OPRT,DE,ACTIVE
VPXB,XBRU,SGMT,BE,ACTIVE
VRXP,XMLI,SGMT,FR,EXPIRED
VTBC,VTBC,OPRT,GB,ACTIVE
VTEX,BNYC,SGMT,US,EXPIRED
VTLS,VWDX,SGMT,DE,ACTIVE
VTPS,VWDX,SGMT,DE,ACTIVE
VUBA,VUBA,OPRT,SK,ACTIVE
VUSA,VUSA,OPRT,US,ACTIVE
VWAP,CCXE,SGMT,NL,ACTIVE
VWDA,VWDX,SGMT,DE,ACTIVE
VWDX,VWDX,OPRT,DE,ACTIVE
WABR,WSAG,SGMT,US,ACTIVE
WBAH,XWBO,SGMT,AT,ACTIVE
WBCL,XWAR,SGMT,PL,ACTIVE
WBDM,XWBO,SGMT,AT,ACTIVE
WBDP,XWBO,SGMT,AT,ACTIVE
WBGF,XWBO,SGMT,AT,EXPIRED
WBKP,WBKP,OPRT,PL,ACTIVE
WBLC,XWAR,SGMT,PL,EXPIRED
WBMA,XWBO,SGMT,AT,ACTIVE
WBON,XWAR,SGMT,PL,ACTIVE
WCDE,XWAR,SGMT,PL,EXPIRED
WCLK,ICAP,SGMT,GB,EXPIRED
WDER,XWAR,SGMT,PL,ACTIVE
WEED,WEED,OPRT,US,EXPIRED
WELN,WELN,OPRT,GB,ACTIVE
WELS,WELS,OPRT,US,ACTIVE
WELX,WELX,OPRT,US,EXPIRED
WETP,XWAR,SGMT,PL,ACTIVE
WFLB,WFLB,OPRT,GB,ACTIVE
WFLP,WELS,SGMT,US,ACTIVE
WFSE,WFSE,OPRT,FR,EXPIRED
WGAS,XWAR,SGMT,PL,EXPIRED
WIND,XWAR,SGMT,PL,ACTIVE
WINS,WINS,OPRT,GB,ACTIVE
WINX,WINS,SGMT,GB,ACTIVE
WIPO,XWAR,SGMT,PL,ACTIVE
WMFS,WMFS,OPRT,GB,ACTIVE
WMSL,WMFS,SGMT,GB,ACTIVE
WMSW,WMFS,SGMT,GB,ACTIVE
WMTF,XWAR,SGMT,PL,ACTIVE
WMUS,WMUS,OPRT,US,ACTIVE
WOOD,WOOD,OPRT,CZ,ACTIVE
WOPO,XWAR,SGMT,PL,EXPIRED
WQXL,XLIS,SGMT,PT,ACTIVE
WSAG,WSAG,OPRT,US,ACTIVE
WSBL,WMUS,SGMT,US,ACTIVE
WSIL,WSIL,OPRT,GB,ACTIVE
WSIN,WSIN,OPRT,GB,EXPIRED
WTRS,WMUS,SGMT,US,ACTIVE
XA1X,XA1X,OPRT,AR,EXPIRED
XABC,XABC,OPRT,SE,ACTIVE
XABG,XABG,OPRT,NO,ACTIVE
XABJ,XABJ,OPRT,CI,EXPIRED
XABX,XABX,OPRT,SG,ACTIVE
XACD,XDUB,SGMT,IE,ACTIVE
XACE,XACE,OPRT,NL,EXPIRED
XADE,ASEX,SGMT,GR,ACTIVE
XADF,FINR,SGMT,US,ACTIVE
XADS,XADS,OPRT,AE,ACTIVE
XAEX,XAEX,OPRT,NL,EXPIRED
XAFR,XAFR,OPRT,FR,ACTIVE
XAFX,XAFX,OPRT,MU,ACTIVE
XAIM,XMIL,SGMT,IT,EXPIRED
XALB,XALB,OPRT,CA,EXPIRED
XALG,XALG,OPRT,DZ,ACTIVE
XALS,XALS,OPRT,AL,ACTIVE
XALT,XALT,OPRT,GB,ACTIVE
XAMC,XAMS,SGMT,NL,ACTIVE
XAMM,XAMM,OPRT,JO,ACTIVE
XAMS,XAMS,OPRT,NL,ACTIVE
XAND,XAND,OPRT,SG,ACTIVE
XANM,XANM,OPRT,SG,ACTIVE
XANS,XANS,OPRT,SG,ACTIVE
XANT,XANT,OPRT,BE,EXPIRED
XAOM,XAOM,OPRT,AU,EXPIRED
XAPA,XPAR,SGMT,FR,ACTIVE
XAPI,XAPI,OPRT,RU,EXPIRED
XAQS,XAQS,OPRT,US,ACTIVE
XARC,XARC,OPRT,US,EXPIRED
XARM,XARM,OPRT,AM,ACTIVE
XASE,XNYS,SGMT,US,ACTIVE
XASM,XDUB,SGMT,IE,EXPIRED
XASX,XASX,OPRT,AU,ACTIVE
XATH,ASEX,SGMT,GR,ACTIVE
XATL,XDUB,SGMT,IE,ACTIVE
XATS,XATS,OPRT,CA,ACTIVE
XATX,XATS,SGMT,CA,ACTIVE
XAUK,XAUK,OPRT,NZ,EXPIRED
XAZX,XAZX,OPRT,US,EXPIRED
XBAA,XBAA,OPRT,BS,ACTIVE
XBAB,XBAB,OPRT,BB,ACTIVE
XBAH,XBAH,OPRT,BH,ACTIVE
XBAN,XBAN,OPRT,IN,ACTIVE
XBAR,BMEX,SGMT,ES,ACTIVE
XBAV,XBAV,OPRT,ES,EXPIRED
XBBF,XBBF,OPRT,BR,EXPIRED
XBBJ,XBBJ,OPRT,ID,ACTIVE
XBBK,XBBK,OPRT,CA,ACTIVE
XBCC,XBCC,OPRT,AR,ACTIVE
XBCE,XBCE,OPRT,HU,EXPIRED
XBCL,XBCL,OPRT,CL,ACTIVE
XBCM,XBCM,OPRT,AR,ACTIVE
XBCV,XBCV,OPRT,HN,ACTIVE
XBCX,XBCM,SGMT,AR,ACTIVE
XBDA,XBDA,OPRT,BM,ACTIVE
XBDV,XBDV,OPRT,AO,ACTIVE
XBEL,XBEL,OPRT,RS,ACTIVE
XBER,XBER,OPRT,DE,ACTIVE
XBES,XJSE,SGMT,ZA,ACTIVE
XBEY,XBEY,OPRT,LB,ACTIVE
XBFO,XBFO,OPRT,BE,EXPIRED
XBIL,BMEX,SGMT,ES,ACTIVE
XBIS,XBAB,SGMT,BB,ACTIVE
XBKF,XBKK,SGMT,TH,ACTIVE
